"KO"	"extracted_text"
"115889"	"K06674"	"TRINITY_DN807529_c0_g1_i1"
"115890"	"K00045"	"TRINITY_DN807537_c0_g1_i1"
"115893"	"K02111"	"TRINITY_DN807576_c0_g1_i1"
"115896"	"K20024"	"TRINITY_DN807608_c0_g1_i1"
"115897"	"K01011"	"TRINITY_DN807612_c0_g1_i1"
"115904"	"K23338"	"TRINITY_DN807656_c0_g1_i1"
"115905"	"K17261"	"TRINITY_DN807670_c0_g1_i1"
"115908"	"K05954"	"TRINITY_DN807677_c0_g1_i1"
"115913"	"K00869"	"TRINITY_DN807714_c0_g1_i1"
"115914"	"K04568"	"TRINITY_DN807721_c0_g1_i1"
"115915"	"K09528"	"TRINITY_DN807725_c0_g1_i1"
"115918"	"K01883"	"TRINITY_DN807763_c0_g1_i1"
"115919"	"K05665"	"TRINITY_DN807768_c0_g1_i1"
"115920"	"K15304"	"TRINITY_DN807784_c0_g1_i1"
"115925"	"K02947"	"TRINITY_DN807830_c0_g1_i1"
"115926"	"K22415"	"TRINITY_DN807831_c0_g1_i1"
"115928"	"K14331"	"TRINITY_DN807856_c0_g1_i1"
"115929"	"K02873"	"TRINITY_DN807864_c0_g1_i1"
"115930"	"K00345"	"TRINITY_DN807870_c0_g1_i1"
"115933"	"K08836"	"TRINITY_DN807884_c0_g1_i1"
"115934"	"K07192"	"TRINITY_DN807885_c0_g1_i1"
"115941"	"K02519"	"TRINITY_DN807941_c0_g1_i1"
"115942"	"K13993"	"TRINITY_DN807944_c0_g1_i1"
"115944"	"K14809"	"TRINITY_DN807950_c0_g1_i1"
"115946"	"K12392"	"TRINITY_DN807957_c0_g1_i1"
"115952"	"K01952"	"TRINITY_DN808005_c0_g1_i1"
"115953"	"K02725"	"TRINITY_DN80800_c0_g2_i1"
"115954"	"K23318"	"TRINITY_DN808018_c0_g1_i1"
"115955"	"K25193"	"TRINITY_DN808019_c0_g1_i1"
"115957"	"K17732"	"TRINITY_DN808033_c0_g1_i1"
"115960"	"K15192"	"TRINITY_DN808047_c0_g1_i1"
"115961"	"K03704"	"TRINITY_DN808048_c0_g1_i1"
"115965"	"K13102"	"TRINITY_DN808085_c0_g1_i1"
"115969"	"K09971"	"TRINITY_DN808116_c0_g1_i1"
"115970"	"K26743"	"TRINITY_DN808118_c0_g1_i1"
"115971"	"K25861"	"TRINITY_DN808134_c0_g1_i1"
"115972"	"K15603"	"TRINITY_DN808138_c0_g1_i1"
"115986"	"K17531"	"TRINITY_DN808272_c0_g1_i1"
"115987"	"K10389"	"TRINITY_DN808279_c0_g1_i1"
"115990"	"K15697"	"TRINITY_DN808335_c0_g1_i1"
"115992"	"K05681"	"TRINITY_DN808364_c0_g1_i1"
"115993"	"K02014"	"TRINITY_DN808365_c0_g1_i1"
"115994"	"K03531"	"TRINITY_DN808367_c0_g1_i1"
"115995"	"K16805"	"TRINITY_DN808369_c0_g1_i1"
"115996"	"K02866"	"TRINITY_DN808386_c0_g1_i1"
"116004"	"K11459"	"TRINITY_DN808426_c0_g1_i1"
"116005"	"K02982"	"TRINITY_DN808428_c0_g1_i1"
"116006"	"K01026"	"TRINITY_DN808430_c0_g1_i1"
"116007"	"K14810"	"TRINITY_DN808431_c0_g1_i1"
"116008"	"K05766"	"TRINITY_DN808434_c0_g1_i1"
"116009"	"K01265"	"TRINITY_DN808437_c0_g1_i1"
"116012"	"K09549"	"TRINITY_DN808456_c0_g1_i1"
"116014"	"K03514"	"TRINITY_DN808479_c0_g1_i1"
"116016"	"K12599"	"TRINITY_DN808484_c0_g1_i1"
"116021"	"K17089"	"TRINITY_DN808511_c0_g1_i1"
"116023"	"K02652"	"TRINITY_DN808532_c0_g1_i1"
"116024"	"K25228"	"TRINITY_DN808537_c0_g1_i1"
"116025"	"K18245"	"TRINITY_DN808541_c0_g1_i1"
"116029"	"K04963"	"TRINITY_DN808558_c0_g1_i1"
"116034"	"K23930"	"TRINITY_DN808618_c0_g1_i1"
"116035"	"K01897"	"TRINITY_DN808629_c0_g1_i1"
"116036"	"K15042"	"TRINITY_DN808632_c0_g1_i1"
"116038"	"K06959"	"TRINITY_DN808657_c0_g1_i1"
"116039"	"K12856"	"TRINITY_DN808658_c0_g1_i1"
"116042"	"K11838"	"TRINITY_DN808674_c0_g1_i1"
"116045"	"K14442"	"TRINITY_DN808721_c0_g1_i1"
"116050"	"K01369"	"TRINITY_DN808771_c0_g1_i1"
"116058"	"K08867"	"TRINITY_DN808899_c0_g1_i1"
"116060"	"K11805"	"TRINITY_DN808903_c0_g1_i1"
"116064"	"K03111"	"TRINITY_DN808914_c0_g1_i1"
"116065"	"K01768"	"TRINITY_DN808915_c0_g1_i1"
"116066"	"K02217"	"TRINITY_DN808942_c0_g1_i1"
"116067"	"K11090"	"TRINITY_DN808954_c0_g1_i1"
"116069"	"K14457"	"TRINITY_DN808957_c0_g1_i3"
"116070"	"K15119"	"TRINITY_DN808977_c0_g1_i1"
"116075"	"K03251"	"TRINITY_DN809023_c0_g1_i1"
"116079"	"K02970"	"TRINITY_DN809075_c0_g1_i1"
"116081"	"K07403"	"TRINITY_DN809088_c0_g1_i1"
"116082"	"K03737"	"TRINITY_DN809089_c0_g1_i1"
"116083"	"K14163"	"TRINITY_DN809111_c0_g1_i1"
"116089"	"K04077"	"TRINITY_DN809142_c0_g1_i1"
"116091"	"K01872"	"TRINITY_DN809149_c0_g1_i1"
"116095"	"K01179"	"TRINITY_DN809203_c0_g1_i1"
"116096"	"K07466"	"TRINITY_DN809236_c0_g1_i1"
"116098"	"K13509"	"TRINITY_DN809289_c0_g1_i1"
"116099"	"K02931"	"TRINITY_DN809292_c0_g1_i1"
"116100"	"K01176"	"TRINITY_DN809294_c0_g1_i1"
"116101"	"K12614"	"TRINITY_DN809296_c0_g1_i1"
"116105"	"K23952"	"TRINITY_DN809365_c0_g1_i1"
"116107"	"K11649"	"TRINITY_DN809389_c0_g1_i1"
"116108"	"K01379"	"TRINITY_DN809390_c0_g1_i1"
"116110"	"K07093"	"TRINITY_DN809410_c0_g1_i1"
"116112"	"K03283"	"TRINITY_DN809427_c0_g1_i1"
"116115"	"K14006"	"TRINITY_DN809450_c0_g1_i1"
"116118"	"K03024"	"TRINITY_DN809466_c0_g1_i1"
"116120"	"K01623"	"TRINITY_DN809476_c0_g1_i1"
"116122"	"K03671"	"TRINITY_DN809491_c0_g1_i1"
"116124"	"K23593"	"TRINITY_DN809510_c0_g1_i1"
"116127"	"K08927"	"TRINITY_DN809513_c0_g1_i1"
"116128"	"K22940"	"TRINITY_DN809515_c0_g1_i1"
"116129"	"K25895"	"TRINITY_DN809516_c0_g1_i1"
"116130"	"K08738"	"TRINITY_DN809543_c0_g1_i1"
"116132"	"K11542"	"TRINITY_DN809581_c0_g1_i1"
"116133"	"K15174"	"TRINITY_DN809582_c0_g1_i1"
"116139"	"K25449"	"TRINITY_DN809626_c0_g1_i1"
"116145"	"K05853"	"TRINITY_DN80969_c1_g1_i1"
"116146"	"K05853"	"TRINITY_DN80969_c1_g1_i2"
"116148"	"K06158"	"TRINITY_DN809719_c0_g1_i1"
"116149"	"K02932"	"TRINITY_DN809726_c0_g1_i1"
"116155"	"K14819"	"TRINITY_DN809744_c0_g1_i1"
"116156"	"K11168"	"TRINITY_DN809754_c0_g1_i1"
"116160"	"K07432"	"TRINITY_DN809779_c0_g1_i1"
"116163"	"K00655"	"TRINITY_DN809803_c0_g1_i1"
"116167"	"K26935"	"TRINITY_DN809830_c0_g1_i1"
"116168"	"K00174"	"TRINITY_DN809839_c0_g1_i1"
"116171"	"K23054"	"TRINITY_DN809872_c0_g1_i1"
"116175"	"K00471"	"TRINITY_DN809918_c0_g1_i1"
"116185"	"K07179"	"TRINITY_DN810022_c0_g1_i1"
"116186"	"K13291"	"TRINITY_DN810027_c0_g1_i1"
"116190"	"K02728"	"TRINITY_DN810046_c0_g1_i1"
"116193"	"K02674"	"TRINITY_DN810062_c0_g1_i1"
"116198"	"K19326"	"TRINITY_DN810106_c0_g1_i1"
"116199"	"K00814"	"TRINITY_DN810113_c0_g1_i1"
"116204"	"K01759"	"TRINITY_DN810156_c0_g1_i1"
"116205"	"K02033"	"TRINITY_DN810165_c0_g1_i1"
"116209"	"K24224"	"TRINITY_DN810195_c0_g1_i1"
"116212"	"K01639"	"TRINITY_DN810214_c0_g1_i1"
"116216"	"K15047"	"TRINITY_DN810225_c0_g1_i1"
"116221"	"K14538"	"TRINITY_DN810263_c0_g1_i1"
"116223"	"K12483"	"TRINITY_DN810276_c0_g1_i1"
"116225"	"K26273"	"TRINITY_DN810281_c0_g1_i1"
"116227"	"K17681"	"TRINITY_DN810290_c0_g1_i1"
"116234"	"K14298"	"TRINITY_DN810346_c0_g1_i1"
"116238"	"K17751"	"TRINITY_DN810361_c0_g1_i1"
"116245"	"K05854"	"TRINITY_DN810413_c0_g1_i1"
"116248"	"K13179"	"TRINITY_DN810444_c0_g1_i1"
"116249"	"K00231"	"TRINITY_DN810447_c0_g1_i1"
"116251"	"K12737"	"TRINITY_DN810453_c0_g1_i1"
"116255"	"K02999"	"TRINITY_DN810470_c0_g1_i1"
"116257"	"K13337"	"TRINITY_DN810493_c0_g1_i1"
"116262"	"K01280"	"TRINITY_DN810522_c0_g1_i1"
"116267"	"K08838"	"TRINITY_DN810577_c0_g1_i1"
"116268"	"K19511"	"TRINITY_DN810585_c0_g1_i1"
"116274"	"K12621"	"TRINITY_DN810622_c0_g1_i1"
"116275"	"K12621"	"TRINITY_DN810622_c0_g1_i2"
"116277"	"K13218"	"TRINITY_DN810638_c0_g1_i1"
"116278"	"K20242"	"TRINITY_DN810643_c0_g1_i1"
"116280"	"K01870"	"TRINITY_DN810656_c0_g1_i1"
"116282"	"K24341"	"TRINITY_DN810680_c0_g1_i1"
"116284"	"K02975"	"TRINITY_DN810715_c0_g1_i1"
"116285"	"K15309"	"TRINITY_DN810721_c0_g1_i1"
"116288"	"K09648"	"TRINITY_DN810768_c0_g1_i1"
"116291"	"K00876"	"TRINITY_DN810789_c0_g1_i1"
"116293"	"K17336"	"TRINITY_DN810804_c0_g1_i1"
"116295"	"K12567"	"TRINITY_DN810814_c0_g1_i1"
"116297"	"K19033"	"TRINITY_DN810822_c0_g1_i1"
"116303"	"K06793"	"TRINITY_DN810882_c0_g1_i1"
"116304"	"K00253"	"TRINITY_DN810892_c0_g1_i1"
"116306"	"K08332"	"TRINITY_DN81091_c0_g1_i2"
"116307"	"K08332"	"TRINITY_DN81091_c0_g1_i4"
"116309"	"K06677"	"TRINITY_DN810930_c0_g1_i1"
"116314"	"K01834"	"TRINITY_DN810987_c0_g1_i1"
"116315"	"K11800"	"TRINITY_DN810995_c0_g1_i1"
"116316"	"K14565"	"TRINITY_DN811035_c0_g1_i1"
"116317"	"K02634"	"TRINITY_DN811047_c0_g1_i1"
"116318"	"K12567"	"TRINITY_DN811056_c0_g1_i1"
"116319"	"K25781"	"TRINITY_DN811058_c0_g1_i1"
"116328"	"K04706"	"TRINITY_DN811135_c0_g1_i1"
"116329"	"K17700"	"TRINITY_DN811144_c0_g1_i1"
"116330"	"K11968"	"TRINITY_DN811156_c0_g1_i1"
"116331"	"K01433"	"TRINITY_DN811157_c0_g1_i1"
"116336"	"K11592"	"TRINITY_DN811193_c0_g1_i1"
"116339"	"K12825"	"TRINITY_DN811238_c0_g1_i1"
"116341"	"K12604"	"TRINITY_DN811257_c0_g1_i1"
"116344"	"K06891"	"TRINITY_DN811286_c0_g1_i1"
"116346"	"K18752"	"TRINITY_DN811303_c0_g1_i1"
"116357"	"K09022"	"TRINITY_DN811356_c0_g1_i1"
"116362"	"K00384"	"TRINITY_DN811394_c0_g1_i1"
"116364"	"K24023"	"TRINITY_DN811400_c0_g1_i1"
"116366"	"K01369"	"TRINITY_DN811402_c0_g1_i1"
"116371"	"K12898"	"TRINITY_DN811422_c0_g1_i2"
"116372"	"K00933"	"TRINITY_DN811424_c0_g1_i1"
"116373"	"K00923"	"TRINITY_DN811427_c0_g1_i1"
"116375"	"K10470"	"TRINITY_DN811451_c0_g1_i1"
"116376"	"K02974"	"TRINITY_DN811472_c0_g1_i1"
"116378"	"K07127"	"TRINITY_DN811492_c0_g1_i1"
"116391"	"K02650"	"TRINITY_DN811638_c0_g1_i1"
"116393"	"K06927"	"TRINITY_DN811659_c0_g1_i1"
"116396"	"K08480"	"TRINITY_DN811672_c0_g1_i1"
"116399"	"K01000"	"TRINITY_DN811698_c0_g1_i1"
"116402"	"K01118"	"TRINITY_DN811720_c0_g1_i1"
"116403"	"K03704"	"TRINITY_DN811730_c0_g1_i1"
"116409"	"K04550"	"TRINITY_DN811813_c0_g1_i1"
"116411"	"K23579"	"TRINITY_DN811825_c0_g1_i1"
"116412"	"K10251"	"TRINITY_DN811826_c0_g1_i1"
"116425"	"K20286"	"TRINITY_DN811921_c0_g1_i1"
"116428"	"K18932"	"TRINITY_DN811943_c0_g1_i1"
"116430"	"K00387"	"TRINITY_DN811971_c0_g1_i1"
"116436"	"K12820"	"TRINITY_DN812026_c0_g1_i1"
"116440"	"K14454"	"TRINITY_DN812069_c0_g1_i1"
"116441"	"K03062"	"TRINITY_DN812076_c0_g1_i1"
"116447"	"K03980"	"TRINITY_DN812121_c0_g1_i1"
"116452"	"K11275"	"TRINITY_DN812177_c0_g1_i1"
"116465"	"K16865"	"TRINITY_DN812257_c0_g1_i1"
"116468"	"K12856"	"TRINITY_DN812269_c0_g1_i1"
"116474"	"K01148"	"TRINITY_DN812308_c0_g1_i1"
"116476"	"K22037"	"TRINITY_DN812317_c0_g1_i1"
"116479"	"K13342"	"TRINITY_DN812355_c0_g1_i1"
"116485"	"K12340"	"TRINITY_DN812415_c0_g1_i1"
"116488"	"K05507"	"TRINITY_DN812454_c0_g1_i1"
"116489"	"K21776"	"TRINITY_DN812459_c0_g1_i1"
"116491"	"K06252"	"TRINITY_DN812474_c0_g1_i1"
"116492"	"K02980"	"TRINITY_DN812491_c0_g1_i1"
"116494"	"K10592"	"TRINITY_DN812496_c0_g1_i1"
"116496"	"K13628"	"TRINITY_DN812516_c0_g1_i1"
"116498"	"K00939"	"TRINITY_DN812520_c0_g1_i1"
"116501"	"K17550"	"TRINITY_DN812546_c0_g1_i1"
"116502"	"K14802"	"TRINITY_DN812573_c0_g1_i1"
"116503"	"K10436"	"TRINITY_DN812602_c0_g1_i1"
"116504"	"K23490"	"TRINITY_DN812603_c0_g1_i1"
"116506"	"K12890"	"TRINITY_DN812614_c0_g1_i1"
"116508"	"K00123"	"TRINITY_DN812628_c0_g1_i1"
"116516"	"K01897"	"TRINITY_DN812716_c0_g1_i1"
"116517"	"K06855"	"TRINITY_DN812727_c0_g1_i1"
"116518"	"K02040"	"TRINITY_DN812733_c0_g1_i1"
"116522"	"K02040"	"TRINITY_DN812794_c0_g1_i1"
"116523"	"K20292"	"TRINITY_DN812797_c0_g1_i1"
"116524"	"K17290"	"TRINITY_DN812812_c0_g1_i1"
"116526"	"K01662"	"TRINITY_DN812836_c0_g1_i1"
"116527"	"K12626"	"TRINITY_DN812848_c0_g1_i1"
"116529"	"K18464"	"TRINITY_DN812850_c0_g1_i1"
"116532"	"K01011"	"TRINITY_DN812880_c0_g1_i1"
"116533"	"K09527"	"TRINITY_DN812896_c0_g1_i1"
"116536"	"K00942"	"TRINITY_DN812936_c0_g1_i1"
"116546"	"K02014"	"TRINITY_DN813075_c0_g1_i1"
"116549"	"K23214"	"TRINITY_DN813094_c0_g1_i1"
"116550"	"K03671"	"TRINITY_DN813116_c0_g1_i1"
"116552"	"K12158"	"TRINITY_DN813122_c0_g1_i1"
"116554"	"K01866"	"TRINITY_DN813151_c0_g1_i1"
"116556"	"K00121"	"TRINITY_DN813169_c0_g1_i1"
"116557"	"K03704"	"TRINITY_DN81316_c0_g1_i3"
"116567"	"K22686"	"TRINITY_DN813230_c0_g1_i1"
"116570"	"K09760"	"TRINITY_DN813270_c0_g1_i1"
"116571"	"K05970"	"TRINITY_DN813272_c0_g1_i1"
"116572"	"K11098"	"TRINITY_DN813288_c0_g1_i1"
"116577"	"K01951"	"TRINITY_DN813330_c0_g1_i1"
"116584"	"K02221"	"TRINITY_DN813380_c0_g1_i1"
"116588"	"K00318"	"TRINITY_DN813438_c0_g1_i1"
"116591"	"K13110"	"TRINITY_DN813459_c0_g1_i1"
"116593"	"K01177"	"TRINITY_DN81346_c0_g1_i2"
"116594"	"K04079"	"TRINITY_DN813476_c0_g1_i1"
"116600"	"K02105"	"TRINITY_DN813536_c0_g1_i1"
"116601"	"K17878"	"TRINITY_DN813539_c0_g1_i1"
"116605"	"K03626"	"TRINITY_DN813585_c0_g1_i1"
"116608"	"K03676"	"TRINITY_DN813633_c0_g1_i1"
"116611"	"K12340"	"TRINITY_DN813643_c0_g1_i1"
"116613"	"K08869"	"TRINITY_DN813657_c0_g1_i1"
"116616"	"K13172"	"TRINITY_DN813677_c0_g1_i1"
"116619"	"K03784"	"TRINITY_DN813707_c0_g1_i1"
"116621"	"K12132"	"TRINITY_DN813721_c0_g1_i1"
"116624"	"K25554"	"TRINITY_DN813745_c0_g1_i1"
"116625"	"K12619"	"TRINITY_DN813758_c0_g1_i1"
"116628"	"K03327"	"TRINITY_DN813828_c0_g1_i1"
"116631"	"K20174"	"TRINITY_DN813883_c0_g1_i1"
"116633"	"K01324"	"TRINITY_DN813902_c0_g1_i1"
"116639"	"K24135"	"TRINITY_DN813947_c0_g1_i1"
"116640"	"K00844"	"TRINITY_DN813954_c0_g1_i1"
"116648"	"K13203"	"TRINITY_DN814001_c0_g1_i1"
"116653"	"K04960"	"TRINITY_DN814052_c0_g1_i1"
"116655"	"K24183"	"TRINITY_DN814076_c0_g1_i1"
"116657"	"K11069"	"TRINITY_DN814102_c0_g1_i1"
"116660"	"K07511"	"TRINITY_DN814151_c0_g1_i1"
"116662"	"K16487"	"TRINITY_DN814171_c0_g1_i1"
"116663"	"K01225"	"TRINITY_DN814173_c0_g1_i1"
"116664"	"K02870"	"TRINITY_DN814178_c0_g1_i1"
"116671"	"K22591"	"TRINITY_DN814242_c0_g1_i1"
"116672"	"K08808"	"TRINITY_DN814245_c0_g1_i1"
"116676"	"K02105"	"TRINITY_DN814279_c0_g1_i1"
"116677"	"K12198"	"TRINITY_DN8142_c0_g1_i2"
"116678"	"K12198"	"TRINITY_DN8142_c0_g1_i4"
"116684"	"K15171"	"TRINITY_DN814340_c0_g1_i1"
"116685"	"K14073"	"TRINITY_DN814353_c0_g1_i1"
"116688"	"K02115"	"TRINITY_DN814376_c0_g1_i1"
"116690"	"K02985"	"TRINITY_DN814379_c0_g1_i1"
"116694"	"K26112"	"TRINITY_DN814418_c0_g1_i1"
"116697"	"K17266"	"TRINITY_DN814434_c0_g1_i1"
"116701"	"K06588"	"TRINITY_DN814474_c0_g1_i1"
"116706"	"K00286"	"TRINITY_DN814518_c0_g1_i1"
"116709"	"K17081"	"TRINITY_DN814564_c0_g1_i1"
"116710"	"K21751"	"TRINITY_DN814566_c0_g1_i1"
"116711"	"K01277"	"TRINITY_DN814567_c0_g1_i1"
"116714"	"K05125"	"TRINITY_DN814592_c0_g1_i1"
"116721"	"K01069"	"TRINITY_DN814677_c0_g1_i1"
"116723"	"K18404"	"TRINITY_DN814695_c0_g1_i1"
"116724"	"K14944"	"TRINITY_DN814705_c0_g1_i1"
"116726"	"K03283"	"TRINITY_DN814739_c0_g1_i1"
"116738"	"K09807"	"TRINITY_DN814825_c0_g1_i1"
"116741"	"K10520"	"TRINITY_DN814836_c0_g1_i1"
"116743"	"K01673"	"TRINITY_DN814853_c0_g1_i1"
"116746"	"K02001"	"TRINITY_DN814888_c0_g1_i1"
"116748"	"K03427"	"TRINITY_DN814915_c0_g1_i1"
"116751"	"K16310"	"TRINITY_DN814923_c0_g1_i1"
"116761"	"K02921"	"TRINITY_DN815031_c0_g1_i1"
"116766"	"K02948"	"TRINITY_DN815071_c0_g1_i1"
"116769"	"K03969"	"TRINITY_DN81511_c0_g1_i1"
"116774"	"K03969"	"TRINITY_DN81511_c0_g1_i8"
"116776"	"K13024"	"TRINITY_DN815120_c0_g1_i1"
"116777"	"K03061"	"TRINITY_DN815125_c0_g1_i1"
"116779"	"K11584"	"TRINITY_DN815134_c0_g1_i1"
"116783"	"K07315"	"TRINITY_DN815191_c0_g1_i1"
"116785"	"K02953"	"TRINITY_DN815194_c0_g1_i1"
"116790"	"K01265"	"TRINITY_DN815240_c0_g1_i1"
"116791"	"K02154"	"TRINITY_DN815243_c0_g1_i1"
"116793"	"K14085"	"TRINITY_DN815260_c0_g1_i1"
"116797"	"K02327"	"TRINITY_DN815337_c0_g1_i1"
"116803"	"K00337"	"TRINITY_DN815363_c0_g1_i1"
"116804"	"K16506"	"TRINITY_DN815367_c0_g1_i1"
"116809"	"K18341"	"TRINITY_DN815394_c0_g1_i1"
"116815"	"K02140"	"TRINITY_DN815497_c0_g1_i1"
"116816"	"K02892"	"TRINITY_DN815522_c0_g1_i1"
"116820"	"K16865"	"TRINITY_DN815550_c0_g1_i1"
"116821"	"K04078"	"TRINITY_DN815553_c0_g1_i1"
"116822"	"K05580"	"TRINITY_DN815567_c0_g1_i1"
"116824"	"K04739"	"TRINITY_DN815599_c0_g1_i1"
"116846"	"K01365"	"TRINITY_DN815893_c0_g1_i1"
"116848"	"K02588"	"TRINITY_DN815906_c0_g1_i1"
"116850"	"K22827"	"TRINITY_DN815917_c0_g1_i1"
"116854"	"K15172"	"TRINITY_DN815944_c0_g1_i1"
"116857"	"K12172"	"TRINITY_DN815977_c0_g1_i1"
"116859"	"K12405"	"TRINITY_DN815981_c0_g1_i1"
"116860"	"K00031"	"TRINITY_DN815982_c0_g1_i1"
"116861"	"K01867"	"TRINITY_DN815984_c0_g1_i1"
"116862"	"K03265"	"TRINITY_DN815998_c0_g1_i1"
"116863"	"K03541"	"TRINITY_DN816004_c0_g1_i1"
"116866"	"K10632"	"TRINITY_DN816053_c0_g1_i1"
"116867"	"K02880"	"TRINITY_DN816062_c0_g1_i1"
"116868"	"K01940"	"TRINITY_DN816075_c0_g1_i1"
"116872"	"K01934"	"TRINITY_DN816094_c0_g1_i1"
"116873"	"K04799"	"TRINITY_DN816098_c0_g1_i1"
"116875"	"K00698"	"TRINITY_DN816112_c0_g1_i1"
"116879"	"K03098"	"TRINITY_DN816187_c0_g1_i1"
"116880"	"K02990"	"TRINITY_DN816203_c0_g1_i1"
"116883"	"K09022"	"TRINITY_DN816247_c0_g1_i1"
"116885"	"K00036"	"TRINITY_DN816268_c0_g1_i1"
"116887"	"K00975"	"TRINITY_DN816285_c0_g1_i1"
"116889"	"K12869"	"TRINITY_DN816300_c0_g1_i1"
"116891"	"K00600"	"TRINITY_DN816309_c0_g1_i1"
"116899"	"K18024"	"TRINITY_DN816427_c0_g1_i1"
"116901"	"K17388"	"TRINITY_DN816469_c0_g1_i1"
"116902"	"K03741"	"TRINITY_DN81646_c0_g1_i1"
"116904"	"K02971"	"TRINITY_DN816481_c0_g1_i1"
"116911"	"K02896"	"TRINITY_DN816532_c0_g1_i1"
"116913"	"K00931"	"TRINITY_DN816546_c0_g1_i1"
"116914"	"K12472"	"TRINITY_DN816560_c0_g1_i1"
"116921"	"K13210"	"TRINITY_DN816732_c0_g1_i1"
"116922"	"K08762"	"TRINITY_DN816769_c0_g1_i1"
"116925"	"K13800"	"TRINITY_DN81679_c0_g1_i4"
"116927"	"K04101"	"TRINITY_DN816814_c0_g1_i1"
"116928"	"K05759"	"TRINITY_DN816815_c0_g1_i1"
"116929"	"K25607"	"TRINITY_DN816834_c0_g1_i1"
"116933"	"K09747"	"TRINITY_DN816885_c0_g1_i1"
"116937"	"K15688"	"TRINITY_DN816914_c0_g1_i1"
"116942"	"K02969"	"TRINITY_DN816954_c0_g1_i1"
"116943"	"K00811"	"TRINITY_DN816957_c0_g1_i1"
"116956"	"K24736"	"TRINITY_DN817130_c0_g1_i1"
"116957"	"K03032"	"TRINITY_DN817137_c0_g1_i1"
"116960"	"K02954"	"TRINITY_DN817185_c0_g1_i1"
"116962"	"K01214"	"TRINITY_DN81722_c0_g1_i1"
"116963"	"K01214"	"TRINITY_DN81722_c0_g1_i2"
"116965"	"K02065"	"TRINITY_DN817251_c0_g1_i1"
"116969"	"K12819"	"TRINITY_DN817297_c0_g1_i1"
"116971"	"K09419"	"TRINITY_DN8172_c0_g2_i2"
"116972"	"K09419"	"TRINITY_DN8172_c0_g2_i4"
"116974"	"K14301"	"TRINITY_DN817325_c0_g1_i1"
"116975"	"K10362"	"TRINITY_DN81733_c0_g1_i1"
"116983"	"K03631"	"TRINITY_DN817459_c0_g1_i1"
"116985"	"K13207"	"TRINITY_DN817472_c0_g1_i1"
"116986"	"K03938"	"TRINITY_DN817490_c0_g1_i1"
"116987"	"K09710"	"TRINITY_DN817494_c0_g1_i1"
"117000"	"K02577"	"TRINITY_DN817749_c0_g1_i1"
"117001"	"K10713"	"TRINITY_DN817778_c0_g1_i1"
"117002"	"K22416"	"TRINITY_DN817781_c0_g1_i1"
"117003"	"K12194"	"TRINITY_DN817785_c0_g1_i1"
"117007"	"K06822"	"TRINITY_DN817813_c0_g1_i1"
"117008"	"K15692"	"TRINITY_DN817814_c0_g1_i1"
"117016"	"K12619"	"TRINITY_DN817909_c0_g1_i1"
"117017"	"K11338"	"TRINITY_DN817936_c0_g1_i1"
"117020"	"K05244"	"TRINITY_DN817960_c0_g1_i1"
"117021"	"K07742"	"TRINITY_DN817972_c0_g1_i1"
"117022"	"K06478"	"TRINITY_DN817973_c0_g1_i1"
"117027"	"K02886"	"TRINITY_DN818070_c0_g1_i1"
"117031"	"K10365"	"TRINITY_DN818138_c0_g1_i1"
"117032"	"K25818"	"TRINITY_DN818139_c0_g1_i1"
"117033"	"K01868"	"TRINITY_DN818140_c0_g1_i1"
"117038"	"K09533"	"TRINITY_DN818185_c0_g1_i1"
"117039"	"K03530"	"TRINITY_DN818194_c0_g1_i1"
"117040"	"K15104"	"TRINITY_DN818197_c0_g1_i1"
"117043"	"K12874"	"TRINITY_DN818228_c0_g1_i1"
"117047"	"K11103"	"TRINITY_DN818262_c0_g1_i1"
"117057"	"K02406"	"TRINITY_DN818369_c0_g1_i1"
"117058"	"K10610"	"TRINITY_DN818384_c0_g1_i1"
"117065"	"K08711"	"TRINITY_DN818533_c0_g1_i1"
"117066"	"K16634"	"TRINITY_DN818548_c0_g1_i1"
"117067"	"K13126"	"TRINITY_DN818564_c0_g1_i1"
"117068"	"K13126"	"TRINITY_DN818564_c0_g1_i2"
"117076"	"K06275"	"TRINITY_DN818664_c0_g1_i1"
"117081"	"K00031"	"TRINITY_DN818726_c0_g1_i1"
"117083"	"K17338"	"TRINITY_DN818805_c0_g1_i1"
"117090"	"K05625"	"TRINITY_DN818926_c0_g1_i1"
"117093"	"K09942"	"TRINITY_DN818982_c0_g1_i1"
"117095"	"K12619"	"TRINITY_DN818988_c0_g1_i1"
"117096"	"K25095"	"TRINITY_DN818998_c0_g1_i1"
"117097"	"K07040"	"TRINITY_DN8189_c0_g1_i1"
"117100"	"K23000"	"TRINITY_DN819049_c0_g1_i1"
"117102"	"K17713"	"TRINITY_DN819071_c0_g1_i1"
"117106"	"K11446"	"TRINITY_DN819124_c0_g1_i1"
"117109"	"K08311"	"TRINITY_DN819175_c0_g1_i1"
"117110"	"K23884"	"TRINITY_DN819178_c0_g1_i1"
"117113"	"K10356"	"TRINITY_DN819207_c0_g1_i1"
"117117"	"K10578"	"TRINITY_DN819245_c0_g1_i1"
"117119"	"K09458"	"TRINITY_DN819292_c0_g1_i1"
"117120"	"K05033"	"TRINITY_DN819294_c0_g1_i1"
"117121"	"K25092"	"TRINITY_DN819296_c0_g1_i1"
