Seq	Level1	Level2	Level3	Level4	Level5	Level6	Level7
Seq17990	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Melanthalia intermedia	Melanthalia intermedia
Seq17991	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mesostigma viride	Mesostigma viride
Seq17992	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Metarhizium anisopliae	Metarhizium anisopliae
Seq17993	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Micractinium conductrix	Micractinium conductrix
Seq17994	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mielichhoferia elongata	Mielichhoferia elongata
Seq17995	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Monodopsis sp. MarTras21	Monodopsis sp. MarTras21
Seq17996	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Monotropastrum humile	Monotropastrum humile
Seq17997	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Musa ABB Group	Musa ABB Group
Seq17998	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Musa itinerans	Musa itinerans
Seq17999	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Nageia nagi	Nageia nagi
Seq18000	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Nannochloropsis limnetica	Nannochloropsis limnetica
Seq18001	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Nannochloropsis oceanica	Nannochloropsis oceanica
Seq18002	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Neogoniolithon spectabile	Neogoniolithon spectabile
Seq18003	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Nephroselmis olivacea	Nephroselmis olivacea
Seq18004	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Nicotiana sylvestris wood tobacco	Nicotiana sylvestris wood tobacco
Seq18005	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Nicotiana tabacum/Hyoscyamus niger cybrid	Nicotiana tabacum/Hyoscyamus niger cybrid
Seq18006	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Nitella hyalina	Nitella hyalina
Seq18007	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Nitzschia alba marine diatom	Nitzschia alba marine diatom
Seq18008	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Nitzschia sp. NIES-3576	Nitzschia sp. NIES-3576
Seq18009	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Nitzschia sp. PL3-2	Nitzschia sp. PL3-2
Seq18010	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Nothoceros aenigmaticus	Nothoceros aenigmaticus
Seq18011	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Ophioglossum californicum	Ophioglossum californicum
Seq18012	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Ophiostoma carpenteri	Ophiostoma carpenteri
Seq18013	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Ophiostoma novo-ulmi subsp. novo-ulmi	Ophiostoma novo-ulmi subsp. novo-ulmi
Seq18014	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Oropetium thomaeum	Oropetium thomaeum
Seq18015	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Oryza meyeriana	Oryza meyeriana
Seq18016	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Oryza minuta	Oryza minuta
Seq18017	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Paecilomyces hepiali	Paecilomyces hepiali
Seq18018	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Palmaria palmata Dulse	Palmaria palmata Dulse
Seq18019	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Palpitomonas bilix	Palpitomonas bilix
Seq18020	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Parengyodontium album	Parengyodontium album
Seq18021	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Penicillium expansum	Penicillium expansum
Seq18022	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Penicillium sp. KCTC16081	Penicillium sp. KCTC16081
Seq18023	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Penicillium sp. ShG4C	Penicillium sp. ShG4C
Seq18024	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Penicillium thomii	Penicillium thomii
Seq18025	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Peumus boldus	Peumus boldus
Seq18026	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Phaeoceros laevis	Phaeoceros laevis
Seq18027	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Phlegmariurus squarrosus	Phlegmariurus squarrosus
Seq18028	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Phlyctis boliviensis	Phlyctis boliviensis
Seq18029	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Phoenix dactylifera date palm	Phoenix dactylifera date palm
Seq18030	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Phyllocladus trichomanoides celery pine	Phyllocladus trichomanoides celery pine
Seq18031	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Phyllostachys praecox	Phyllostachys praecox
Seq18032	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Phytophthora agathidicida	Phytophthora agathidicida
Seq18033	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Phytophthora cinnamomi	Phytophthora cinnamomi
Seq18034	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Phytophthora infestans T30-4	Phytophthora infestans T30-4
Seq18035	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Phytophthora multivora	Phytophthora multivora
Seq18036	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Phytophthora pluvialis	Phytophthora pluvialis
Seq18037	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Phytophthora ramorum Sudden oak death agent	Phytophthora ramorum Sudden oak death agent
Seq18038	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Phytophthora taxon totara	Phytophthora taxon totara
Seq18039	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Picea glauca white spruce	Picea glauca white spruce
Seq18040	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Pinus canariensis	Pinus canariensis
Seq18041	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Pisum sativum pea	Pisum sativum pea
Seq18042	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Plantago media	Plantago media
Seq18043	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Plantago rugelii	Plantago rugelii
Seq18044	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Plasmodium falciparum 326.1	Plasmodium falciparum 326.1
Seq18045	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Plasmopara viticola	Plasmopara viticola
Seq18046	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Pleurozia purpurea	Pleurozia purpurea
Seq18047	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Pochonia chlamydosporia	Pochonia chlamydosporia
Seq18048	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Polycephalomyces prolificus	Polycephalomyces prolificus
Seq18049	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Polytrichum commune	Polytrichum commune
Seq18050	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Porites astreoides	Porites astreoides
Seq18051	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Prototheca wickerhamii	Prototheca wickerhamii
Seq18052	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Prunus armeniaca apricot	Prunus armeniaca apricot
Seq18053	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Pseudogymnoascus sp. VKM F-3808	Pseudogymnoascus sp. VKM F-3808
Seq18054	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Pterocladia mexicana	Pterocladia mexicana
Seq18055	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Pterocladiella media	Pterocladiella media
Seq18056	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Pythium insidiosum	Pythium insidiosum
Seq18057	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Pythium ultimum	Pythium ultimum
Seq18058	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Reclinomonas americana ATCC 50283	Reclinomonas americana ATCC 50283
Seq18059	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Reclinomonas americana ATCC 50284	Reclinomonas americana ATCC 50284
Seq18060	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Reclinomonas americana	Reclinomonas americana
Seq18061	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Renouxia sp.	Renouxia sp.
Seq18062	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Rhodogorgon sp.	Rhodogorgon sp.
Seq18063	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Rhodymenia pseudopalmata	Rhodymenia pseudopalmata
Seq18064	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Rhynchosporium orthosporum	Rhynchosporium orthosporum
Seq18065	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Rhynchosporium secalis leaf blotch of barley	Rhynchosporium secalis leaf blotch of barley
Seq18066	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Riquetophycus sp. HSY-2014a	Riquetophycus sp. HSY-2014a
Seq18067	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Rosa chinensis	Rosa chinensis
Seq18068	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Roya obtusa	Roya obtusa
Seq18069	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Saccharina japonica	Saccharina japonica
Seq18070	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Sargassum aquifolium	Sargassum aquifolium
Seq18071	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Sargassum fusiforme	Sargassum fusiforme
Seq18072	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Sargassum hemiphyllum	Sargassum hemiphyllum
Seq18073	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Sargassum ilicifolium	Sargassum ilicifolium
Seq18074	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Sargassum yezoense	Sargassum yezoense
Seq18075	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Sarocladium implicatum	Sarocladium implicatum
Seq18076	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Schimmelmannia schousboei	Schimmelmannia schousboei
Seq18077	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Schizymenia dubyi	Schizymenia dubyi
Seq18078	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Sclerospora graminicola	Sclerospora graminicola
Seq18079	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Sclerotinia borealis	Sclerotinia borealis
Seq18080	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Sebdenia flabellata	Sebdenia flabellata
Seq18081	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Seculamonas ecuadoriensis	Seculamonas ecuadoriensis
Seq18082	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Silene conica	Silene conica
Seq18083	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Silene dioica red campion	Silene dioica red campion
Seq18084	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Silene latifolia	Silene latifolia
Seq18085	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Silene vulgaris bladder campion	Silene vulgaris bladder campion
Seq18086	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Siparuna decipiens	Siparuna decipiens
Seq18087	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Solanum melongena eggplant	Solanum melongena eggplant
Seq18088	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Solanum tuberosum potato	Solanum tuberosum potato
Seq18089	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Sphagnum angustifolium	Sphagnum angustifolium
Seq18090	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Sphagnum capillifolium	Sphagnum capillifolium
Seq18091	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Sphagnum palustre	Sphagnum palustre
Seq18092	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Spinacia oleracea spinach	Spinacia oleracea spinach
Seq18093	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Spirodela polyrhiza great duckweed	Spirodela polyrhiza great duckweed
Seq18094	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Spirogyra sp. CLP-2000	Spirogyra sp. CLP-2000
Seq18095	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Spongospora subterranea	Spongospora subterranea
Seq18096	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Sporolithon durum	Sporolithon durum
Seq18097	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Stratiotes aloides	Stratiotes aloides
Seq18098	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Synarthrophyton chejuense	Synarthrophyton chejuense
Seq18099	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Syzygium luehmannii	Syzygium luehmannii
Seq18100	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Takakia lepidozioides	Takakia lepidozioides
Seq18101	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Talaromyces pinophilus	Talaromyces pinophilus
Seq18102	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Tectona grandis	Tectona grandis
Seq18103	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Tetraphis pellucida	Tetraphis pellucida
Seq18104	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Tetraplodon fuegianus	Tetraplodon fuegianus
Seq18105	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Tetraselmis sp. GSL018	Tetraselmis sp. GSL018
Seq18106	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Thecamonas trahens	Thecamonas trahens
Seq18107	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Thorea hispida	Thorea hispida
Seq18108	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Tolypocladium inegoense	Tolypocladium inegoense
Seq18109	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Tolypocladium ophioglossoides	Tolypocladium ophioglossoides
Seq18110	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Treubia lacunosa	Treubia lacunosa
Seq18111	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Trichoderma asperellum	Trichoderma asperellum
Seq18112	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Trichoderma deliquescens	Trichoderma deliquescens
Seq18113	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Triticum aestivum bread wheat	Triticum aestivum bread wheat
Seq18114	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Triticum turgidum subsp. durum durum wheat	Triticum turgidum subsp. durum durum wheat
Seq18115	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Tsukubamonas globosa	Tsukubamonas globosa
Seq18116	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Turbinaria ornata	Turbinaria ornata
Seq18117	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Ulota hutchinsiae	Ulota hutchinsiae
Seq18118	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Vaccinium macrocarpon	Vaccinium macrocarpon
Seq18119	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Veronica agrestis	Veronica agrestis
Seq18120	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Verticillium nonalfalfae	Verticillium nonalfalfae
Seq18121	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Vicia faba fava bean	Vicia faba fava bean
Seq18122	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Vitis vinifera wine grape	Vitis vinifera wine grape
Seq18123	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Wildemania schizophylla	Wildemania schizophylla
Seq18124	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Zantedeschia aethiopica	Zantedeschia aethiopica
Seq18125	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Zasmidium cellare	Zasmidium cellare
Seq18126	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Zea luxurians	Zea luxurians
Seq18127	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Zea mays subsp. mays maize	Zea mays subsp. mays maize
Seq18128	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Zea mays	Zea mays
Seq18129	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	marine metagenome	marine metagenome
Seq18130	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	metagenome	metagenome
Seq18131	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	museum specimen metagenome	museum specimen metagenome
Seq18132	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured Alphaproteobacteria bacterium	uncultured Alphaproteobacteria bacterium
Seq18133	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured Rickettsia sp.	uncultured Rickettsia sp.
Seq18134	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured Rickettsiales bacterium	uncultured Rickettsiales bacterium
Seq18135	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured bacterium	uncultured bacterium
Seq18136	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured deep-sea bacterium	uncultured deep-sea bacterium
Seq18137	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured organism	uncultured organism
Seq18138	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured proteobacterium	uncultured proteobacterium
Seq18139	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured rumen bacterium	uncultured rumen bacterium
Seq18140	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	unidentified proteobacterium	unidentified proteobacterium
Seq18141	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	wastewater metagenome	wastewater metagenome
Seq18142	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsiaceae	Rickettsiaceae
Seq18143	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Ac37b	Ac37b
Seq18144	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Ac37b	Rickettsia sp. MStbIM1
Seq18145	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Ac37b	Rickettsiales bacterium Ac37b
Seq18146	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Arcanobacter	Candidatus Arcanobacter lacustris
Seq18147	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Cryptoprodotis	Candidatus Cryptoprodotis
